file_path,accent,emotion_ai
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel5_chunk0038.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel5_chunk0039.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel5_chunk0040.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel5_chunk0041.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0001.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0002.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0003.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0004.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0005.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0006.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0007.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0008.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0009.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0010.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0011.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0012.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0013.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0014.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0015.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0016.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0017.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0018.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0019.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0020.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0021.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0022.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0023.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0024.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0025.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0026.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0027.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel6_chunk0028.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0001.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0002.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0003.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0004.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0005.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0006.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0007.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0008.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0009.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0010.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0011.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0012.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0013.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0014.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0015.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0016.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0017.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0018.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0019.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0020.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0021.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0022.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0023.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0024.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0025.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0026.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0027.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0028.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0029.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0030.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0031.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0032.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0033.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0034.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0035.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0036.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0037.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0038.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0039.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0040.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0041.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0042.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0043.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0044.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0045.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_Schannel7_chunk0046.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0001.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0002.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0003.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0004.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0005.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0006.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0007.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0008.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0009.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0010.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0011.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0012.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0013.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0014.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0015.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC1_chunk0016.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC2_chunk0001.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC2_chunk0002.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC2_chunk0003.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC2_chunk0004.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC2_chunk0005.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC2_chunk0006.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC2_chunk0007.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC2_chunk0008.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC3_chunk0001.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC3_chunk0002.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC3_chunk0003.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC3_chunk0004.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC3_chunk0005.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC3_chunk0006.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0001.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0002.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0003.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0004.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0005.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0006.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0007.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0008.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0009.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0010.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0011.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0012.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0013.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0014.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0015.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC4_chunk0016.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0001.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0002.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0003.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0004.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0005.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0006.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0007.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0008.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0009.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0010.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0011.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0012.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0013.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0014.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0015.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0016.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0017.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0018.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0019.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0020.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0021.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0022.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0023.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0024.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0025.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0026.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0027.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0028.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0029.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0030.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0031.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0032.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0033.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0034.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0035.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0036.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0037.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0038.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0039.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0040.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0041.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC5_chunk0042.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0001.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0002.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0003.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0004.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0005.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0006.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0007.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0008.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0009.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0010.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0011.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0012.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0013.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0014.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0015.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0016.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0017.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0018.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0019.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0020.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0021.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0022.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0023.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0024.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0025.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0026.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0027.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC6_chunk0028.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0001.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0002.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0003.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0004.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0005.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0006.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0007.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0008.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0009.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0010.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0011.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0012.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0013.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0014.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0015.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0016.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0017.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0018.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0019.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0020.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0021.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0022.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0023.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0024.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0025.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0026.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0027.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0028.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0029.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0030.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0031.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0032.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0033.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0034.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0035.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0036.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0037.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0038.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0039.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0040.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0041.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0042.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0043.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0044.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0045.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0046.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0047.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0048.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0049.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0050.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0051.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0052.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0053.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0054.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0055.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0056.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0057.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0058.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0059.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0060.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0061.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0062.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0063.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0064.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0065.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0066.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0067.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0068.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0069.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0070.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_SCMC7_chunk0071.wav,Mien_Bac,Neutral
